month,SUPPLIER,LICENSEE,PART,qty,month_amt,ytd_amt
2024-08,us-steel,zztop-roof,tin-clip,146,17200,68900
2024-08,us-steel,zztop-roof,tin-decoration,191,21600,55400
2024-09,nippon-metal,global-roof,glass-clip,213,268200,543000
2024-09,nippon-metal,global-roof,glass-decoration,191,173000,528000
2024-09,nippon-metal,global-roof,gold-clip,98,59400,334700
2024-09,nippon-metal,global-roof,roof-polish,100,23800,253500
2024-09,nippon-metal,global-roof,tin-clip,171,16200,67400
2024-09,nippon-metal,global-roof,tin-decoration,147,13000,59200
2024-09,nippon-metal,rice-roofers,glass-decoration,211,214200,587000
2024-09,nippon-metal,rice-roofers,gold-decoration,53,24500,252600
2024-09,nippon-metal,rice-roofers,roof-polish,112,22000,115400
2024-09,nippon-metal,rice-roofers,tin-decoration,104,9700,53300
2024-09,us-steel,global-roof,glass-clip,196,247400,764500
2024-09,us-steel,global-roof,gold-decoration,242,117900,389800
2024-09,us-steel,global-roof,roof-polish,187,48200,243300
2024-09,us-steel,global-roof,tin-clip,115,13100,115000
2024-09,us-steel,global-roof,tin-decoration,234,21800,70100
2024-09,us-steel,ranger-roofing,glass-clip,74,80100,945400
2024-09,us-steel,ranger-roofing,glass-decoration,72,52600,579100
2024-09,us-steel,ranger-roofing,gold-decoration,89,41000,235600
2024-09,us-steel,ranger-roofing,tin-decoration,109,9600,72400
2024-09,us-steel,zztop-roof,glass-decoration,58,50500,467300
2024-09,us-steel,zztop-roof,gold-decoration,164,60500,355400
2024-09,us-steel,zztop-roof,tin-decoration,136,15400,70800
2024-11,nippon-metal,global-roof,glass-clip,227,241200,784200
2024-11,nippon-metal,global-roof,glass-decoration,95,72400,600400
2024-11,nippon-metal,global-roof,gold-clip,211,107800,442500
2024-11,nippon-metal,global-roof,gold-decoration,232,84000,262800
2024-11,nippon-metal,global-roof,roof-polish,63,11400,264900
2024-11,nippon-metal,global-roof,tin-clip,101,9400,76800
2024-11,nippon-metal,global-roof,tin-decoration,115,10300,69500
2024-11,nippon-metal,ninja-roofing,glass-clip,151,170900,1278500
2024-11,nippon-metal,ninja-roofing,glass-decoration,186,187400,851200
2024-11,nippon-metal,ninja-roofing,gold-clip,146,94300,605900
2024-11,nippon-metal,ninja-roofing,gold-decoration,191,97700,473400
2024-11,nippon-metal,ninja-roofing,roof-polish,226,48400,298700
2024-11,nippon-metal,ninja-roofing,tin-decoration,103,9300,110300
2024-11,us-steel,global-roof,glass-clip,110,101400,865900
2024-11,us-steel,global-roof,glass-decoration,168,157500,318400
2024-11,us-steel,global-roof,gold-clip,176,103100,305300
2024-11,us-steel,global-roof,gold-decoration,71,30900,420700
2024-11,us-steel,global-roof,roof-polish,164,36100,279400
2024-11,us-steel,global-roof,tin-decoration,135,12600,82700
2024-11,us-steel,ranger-roofing,glass-clip,68,71600,1017000
2024-11,us-steel,ranger-roofing,glass-decoration,125,99500,678600
2024-11,us-steel,ranger-roofing,gold-clip,205,115200,296400
2024-11,us-steel,ranger-roofing,gold-decoration,57,25600,261200
2024-11,us-steel,ranger-roofing,roof-polish,238,46700,163200
2024-11,us-steel,ranger-roofing,tin-clip,133,13900,91400
2024-11,us-steel,ranger-roofing,tin-decoration,159,16400,88800
2024-11,us-steel,zztop-roof,glass-clip,200,217100,764500
2024-11,us-steel,zztop-roof,glass-decoration,242,241700,709000
2024-11,us-steel,zztop-roof,gold-clip,232,116900,488500
2024-11,us-steel,zztop-roof,gold-decoration,200,74300,429700
2024-11,us-steel,zztop-roof,roof-polish,48,9800,200500
2024-11,us-steel,zztop-roof,tin-clip,202,18200,87100
2024-11,us-steel,zztop-roof,tin-decoration,216,20100,90900
2024-12,nippon-metal,global-roof,glass-clip,242,243000,1027200
2024-12,nippon-metal,global-roof,glass-decoration,218,193900,794300
2024-12,nippon-metal,global-roof,gold-clip,117,65900,508400
2024-12,nippon-metal,global-roof,gold-decoration,242,99000,361800
2024-12,nippon-metal,global-roof,roof-polish,180,38800,303700
2024-12,nippon-metal,ninja-roofing,glass-clip,200,181800,1460300
2024-12,nippon-metal,ninja-roofing,glass-decoration,59,44500,895700
2024-12,nippon-metal,ninja-roofing,gold-clip,85,43200,649100
2024-12,nippon-metal,ninja-roofing,gold-decoration,92,40800,514200
2024-12,nippon-metal,ninja-roofing,roof-polish,146,37600,336300
2024-12,nippon-metal,ninja-roofing,tin-clip,110,10400,61000
2024-12,nippon-metal,ninja-roofing,tin-decoration,77,7600,117900
2024-12,nippon-metal,rice-roofers,glass-clip,173,200300,806600
2024-12,nippon-metal,rice-roofers,gold-clip,88,40700,322300
2024-12,nippon-metal,rice-roofers,gold-decoration,205,74500,327100
2024-12,nippon-metal,rice-roofers,roof-polish,245,48700,164100
2024-12,us-steel,global-roof,glass-clip,236,226100,1092000
2024-12,us-steel,global-roof,gold-clip,79,35600,340900
2024-12,us-steel,global-roof,gold-decoration,143,72800,493500
2024-12,us-steel,global-roof,tin-clip,229,25600,140600
2024-12,us-steel,global-roof,tin-decoration,157,18000,100700
2024-12,us-steel,ranger-roofing,glass-decoration,183,173200,851800
2024-12,us-steel,ranger-roofing,gold-clip,210,107800,404200
2024-12,us-steel,ranger-roofing,tin-clip,134,13000,104400
2024-12,us-steel,ranger-roofing,tin-decoration,72,7000,95800
2024-12,us-steel,zztop-roof,glass-clip,217,273800,1038300
2024-12,us-steel,zztop-roof,gold-clip,84,51900,540400
2024-12,us-steel,zztop-roof,roof-polish,82,18800,219300
2024-12,us-steel,zztop-roof,tin-clip,81,9600,96700
2024-12,us-steel,zztop-roof,tin-decoration,113,9900,100800
2025-01,nippon-metal,global-roof,glass-clip,135,122200,122200
2025-01,nippon-metal,global-roof,glass-decoration,153,146500,146500
2025-01,nippon-metal,global-roof,gold-clip,154,96200,96200
2025-01,nippon-metal,global-roof,gold-decoration,62,24500,24500
2025-01,nippon-metal,global-roof,roof-polish,113,21800,21800
2025-01,nippon-metal,global-roof,tin-clip,128,13300,13300
2025-01,nippon-metal,global-roof,tin-decoration,146,16100,16100
2025-01,nippon-metal,ninja-roofing,glass-clip,50,47800,47800
2025-01,nippon-metal,ninja-roofing,glass-decoration,46,39000,39000
2025-01,nippon-metal,ninja-roofing,gold-clip,68,40600,40600
2025-01,nippon-metal,ninja-roofing,gold-decoration,153,63400,63400
2025-01,nippon-metal,ninja-roofing,tin-decoration,181,15400,15400
2025-01,nippon-metal,rice-roofers,glass-clip,62,80000,80000
2025-01,nippon-metal,rice-roofers,glass-decoration,154,144200,144200
2025-01,nippon-metal,rice-roofers,gold-clip,174,86000,86000
2025-01,nippon-metal,rice-roofers,gold-decoration,140,54800,54800
2025-01,nippon-metal,rice-roofers,roof-polish,45,8400,8400
2025-01,nippon-metal,rice-roofers,tin-clip,236,23900,23900
2025-01,us-steel,global-roof,glass-decoration,70,67500,67500
2025-01,us-steel,global-roof,gold-clip,166,107700,107700
2025-01,us-steel,global-roof,gold-decoration,57,26000,26000
2025-01,us-steel,global-roof,roof-polish,132,29900,29900
2025-01,us-steel,global-roof,tin-clip,205,20500,20500
2025-01,us-steel,global-roof,tin-decoration,184,17800,17800
2025-01,us-steel,ranger-roofing,glass-clip,189,193100,193100
2025-01,us-steel,ranger-roofing,glass-decoration,250,246100,246100
2025-01,us-steel,ranger-roofing,gold-clip,40,19200,19200
2025-01,us-steel,ranger-roofing,gold-decoration,181,79400,79400
2025-01,us-steel,ranger-roofing,roof-polish,116,29800,29800
2025-01,us-steel,ranger-roofing,tin-clip,97,8800,8800
2025-01,us-steel,ranger-roofing,tin-decoration,183,19700,19700
2025-01,us-steel,zztop-roof,glass-decoration,161,166800,166800
2025-01,us-steel,zztop-roof,gold-clip,203,128500,128500
2025-01,us-steel,zztop-roof,gold-decoration,174,90100,90100
2025-01,us-steel,zztop-roof,roof-polish,62,11200,11200
2025-01,us-steel,zztop-roof,tin-clip,191,23000,23000
2025-01,us-steel,zztop-roof,tin-decoration,56,6400,6400
2025-02,nippon-metal,global-roof,glass-clip,130,159800,282000
2025-02,nippon-metal,global-roof,glass-decoration,112,94000,240500
2025-02,nippon-metal,global-roof,gold-clip,43,20500,116700
2025-02,nippon-metal,global-roof,gold-decoration,164,69900,94400
2025-02,nippon-metal,global-roof,roof-polish,218,51200,73000
2025-02,nippon-metal,global-roof,tin-clip,81,7600,20900
2025-02,nippon-metal,global-roof,tin-decoration,64,6400,22500
2025-02,nippon-metal,ninja-roofing,glass-clip,54,51800,99600
2025-02,nippon-metal,ninja-roofing,glass-decoration,158,158200,197200
2025-02,nippon-metal,ninja-roofing,gold-clip,106,51200,91800
2025-02,nippon-metal,rice-roofers,glass-decoration,59,52200,196400
2025-02,nippon-metal,rice-roofers,gold-clip,114,63400,149400
2025-02,nippon-metal,rice-roofers,gold-decoration,236,108700,163500
2025-02,nippon-metal,rice-roofers,tin-clip,131,12000,35900
2025-02,us-steel,global-roof,gold-decoration,208,92000,118000
2025-02,us-steel,global-roof,roof-polish,67,12200,42100
2025-02,us-steel,global-roof,tin-clip,150,13800,34300
2025-02,us-steel,ranger-roofing,glass-clip,230,281900,475000
2025-02,us-steel,ranger-roofing,glass-decoration,93,70800,316900
2025-02,us-steel,ranger-roofing,gold-clip,217,103800,123000
2025-02,us-steel,ranger-roofing,gold-decoration,60,25700,105100
2025-02,us-steel,ranger-roofing,roof-polish,96,18300,48100
2025-02,us-steel,ranger-roofing,tin-decoration,98,9000,28700
2025-02,us-steel,zztop-roof,glass-clip,44,48000,48000
2025-02,us-steel,zztop-roof,roof-polish,157,39800,51000
2025-02,us-steel,zztop-roof,tin-clip,119,14000,37000
2025-02,us-steel,zztop-roof,tin-decoration,69,7600,14000
2025-03,nippon-metal,global-roof,glass-clip,120,113900,395900
2025-03,nippon-metal,global-roof,glass-decoration,212,217600,458100
2025-03,nippon-metal,global-roof,gold-clip,171,84700,201400
2025-03,nippon-metal,global-roof,gold-decoration,68,32800,127200
2025-03,nippon-metal,global-roof,roof-polish,86,21200,94200
2025-03,nippon-metal,global-roof,tin-clip,190,18500,39400
2025-03,nippon-metal,global-roof,tin-decoration,137,13200,35700
2025-03,nippon-metal,ninja-roofing,glass-decoration,77,76300,273500
2025-03,nippon-metal,ninja-roofing,gold-clip,129,58800,150600
2025-03,nippon-metal,ninja-roofing,gold-decoration,111,56800,120200
2025-03,nippon-metal,ninja-roofing,roof-polish,91,17700,17700
2025-03,nippon-metal,ninja-roofing,tin-clip,194,19100,19100
2025-03,nippon-metal,rice-roofers,glass-clip,249,281700,361700
2025-03,nippon-metal,rice-roofers,glass-decoration,43,38200,234600
2025-03,nippon-metal,rice-roofers,roof-polish,185,34300,42700
2025-03,nippon-metal,rice-roofers,tin-decoration,223,19600,19600
2025-03,us-steel,global-roof,glass-decoration,111,107100,174600
2025-03,us-steel,global-roof,gold-clip,143,67900,175600
2025-03,us-steel,global-roof,tin-clip,192,23800,58100
2025-03,us-steel,global-roof,tin-decoration,148,15900,33700
2025-03,us-steel,ranger-roofing,glass-clip,142,167300,642300
2025-03,us-steel,ranger-roofing,glass-decoration,66,63200,380100
2025-03,us-steel,ranger-roofing,gold-clip,165,96400,219400
2025-03,us-steel,ranger-roofing,gold-decoration,43,22400,127500
2025-03,us-steel,ranger-roofing,roof-polish,141,30300,78400
2025-03,us-steel,ranger-roofing,tin-clip,70,6700,15500
2025-03,us-steel,ranger-roofing,tin-decoration,208,21900,50600
2025-03,us-steel,zztop-roof,glass-decoration,193,184400,351200
2025-03,us-steel,zztop-roof,gold-clip,138,69900,198400
2025-03,us-steel,zztop-roof,gold-decoration,123,54000,144100
2025-03,us-steel,zztop-roof,tin-clip,215,27700,64700
2025-04,nippon-metal,global-roof,glass-clip,179,162400,558300
2025-04,nippon-metal,global-roof,glass-decoration,232,205600,663700
2025-04,nippon-metal,global-roof,gold-clip,166,101000,302400
2025-04,nippon-metal,global-roof,gold-decoration,106,47400,174600
2025-04,nippon-metal,global-roof,roof-polish,167,36600,130800
2025-04,nippon-metal,global-roof,tin-clip,247,30700,70100
2025-04,nippon-metal,global-roof,tin-decoration,91,8300,44000
2025-04,nippon-metal,ninja-roofing,glass-clip,167,165700,265300
2025-04,nippon-metal,ninja-roofing,glass-decoration,74,54000,327500
2025-04,nippon-metal,ninja-roofing,gold-clip,236,127700,278300
2025-04,nippon-metal,ninja-roofing,gold-decoration,71,28400,148600
2025-04,nippon-metal,ninja-roofing,roof-polish,57,12500,30200
2025-04,nippon-metal,ninja-roofing,tin-decoration,228,18900,34300
2025-04,us-steel,global-roof,gold-clip,61,38600,214200
2025-04,us-steel,global-roof,gold-decoration,129,47600,165600
2025-04,us-steel,global-roof,roof-polish,205,42000,84100
2025-04,us-steel,global-roof,tin-clip,102,10200,68300
2025-04,us-steel,global-roof,tin-decoration,56,6300,40000
2025-04,us-steel,ranger-roofing,glass-clip,130,156900,799200
2025-04,us-steel,ranger-roofing,glass-decoration,107,94000,474100
2025-04,us-steel,ranger-roofing,gold-clip,129,78900,298300
2025-04,us-steel,ranger-roofing,gold-decoration,136,62400,189900
2025-04,us-steel,ranger-roofing,roof-polish,112,23000,101400
2025-04,us-steel,ranger-roofing,tin-clip,72,8900,24400
2025-04,us-steel,ranger-roofing,tin-decoration,47,4800,55400
2025-04,us-steel,zztop-roof,glass-clip,223,235400,283400
2025-04,us-steel,zztop-roof,glass-decoration,239,195300,546500
2025-04,us-steel,zztop-roof,gold-clip,220,106200,304600
2025-04,us-steel,zztop-roof,gold-decoration,182,84700,228800
2025-04,us-steel,zztop-roof,tin-clip,49,4500,69200
2025-04,us-steel,zztop-roof,tin-decoration,150,12900,26900
2025-05,nippon-metal,global-roof,glass-clip,185,225800,784100
2025-05,nippon-metal,global-roof,glass-decoration,126,101700,765400
2025-05,nippon-metal,global-roof,tin-clip,161,17200,87300
2025-05,nippon-metal,ninja-roofing,glass-clip,122,137700,403000
2025-05,nippon-metal,ninja-roofing,glass-decoration,126,110700,438200
2025-05,nippon-metal,ninja-roofing,gold-clip,218,118600,396900
2025-05,nippon-metal,ninja-roofing,gold-decoration,136,61400,210000
2025-05,nippon-metal,ninja-roofing,roof-polish,246,53900,84100
2025-05,nippon-metal,ninja-roofing,tin-clip,45,5800,24900
2025-05,nippon-metal,ninja-roofing,tin-decoration,216,22700,57000
2025-05,nippon-metal,rice-roofers,glass-clip,241,224200,585900
2025-05,nippon-metal,rice-roofers,glass-decoration,107,78700,313300
2025-05,nippon-metal,rice-roofers,gold-clip,177,87200,236600
2025-05,nippon-metal,rice-roofers,roof-polish,186,39500,82200
2025-05,nippon-metal,rice-roofers,tin-decoration,167,17300,36900
2025-05,us-steel,global-roof,glass-decoration,56,51700,226300
2025-05,us-steel,global-roof,gold-clip,145,73000,287200
2025-05,us-steel,global-roof,gold-decoration,113,52400,218000
2025-05,us-steel,global-roof,tin-decoration,121,13500,53500
2025-05,us-steel,ranger-roofing,glass-clip,203,226000,1025200
2025-05,us-steel,ranger-roofing,glass-decoration,173,135700,609800
2025-05,us-steel,ranger-roofing,gold-clip,151,96200,394500
2025-05,us-steel,ranger-roofing,gold-decoration,226,104000,293900
2025-05,us-steel,ranger-roofing,roof-polish,197,48900,150300
2025-05,us-steel,ranger-roofing,tin-clip,159,16000,40400
2025-05,us-steel,ranger-roofing,tin-decoration,250,26900,82300
2025-05,us-steel,zztop-roof,glass-clip,142,142100,425500
2025-05,us-steel,zztop-roof,glass-decoration,150,139800,686300
2025-05,us-steel,zztop-roof,gold-clip,120,58800,363400
2025-06,nippon-metal,global-roof,glass-decoration,168,171100,936500
2025-06,nippon-metal,global-roof,gold-decoration,68,30700,205300
2025-06,nippon-metal,global-roof,tin-decoration,173,18100,62100
2025-06,nippon-metal,ninja-roofing,glass-clip,109,104000,507000
2025-06,nippon-metal,ninja-roofing,glass-decoration,106,103100,541300
2025-06,nippon-metal,ninja-roofing,gold-clip,111,64600,461500
2025-06,nippon-metal,ninja-roofing,roof-polish,49,9600,93700
2025-06,nippon-metal,ninja-roofing,tin-clip,151,16100,41000
2025-06,nippon-metal,ninja-roofing,tin-decoration,158,15600,72600
2025-06,nippon-metal,rice-roofers,glass-decoration,61,50000,363300
2025-06,nippon-metal,rice-roofers,gold-decoration,116,57900,221400
2025-06,nippon-metal,rice-roofers,tin-clip,144,18100,54000
2025-06,us-steel,global-roof,glass-clip,111,138900,138900
2025-06,us-steel,global-roof,gold-clip,214,106800,394000
2025-06,us-steel,global-roof,gold-decoration,77,32200,250200
2025-06,us-steel,zztop-roof,glass-clip,110,118300,543800
2025-06,us-steel,zztop-roof,glass-decoration,105,104600,790900
2025-06,us-steel,zztop-roof,gold-clip,189,112900,476300
2025-06,us-steel,zztop-roof,gold-decoration,246,118000,346800
2025-06,us-steel,zztop-roof,roof-polish,84,16600,67600
2025-06,us-steel,zztop-roof,tin-clip,100,12700,81900
2025-06,us-steel,zztop-roof,tin-decoration,95,8200,35100
2025-07,nippon-metal,global-roof,glass-clip,147,167700,951800
2025-07,nippon-metal,global-roof,glass-decoration,81,76400,1012900
2025-07,nippon-metal,global-roof,gold-clip,249,117000,419400
2025-07,nippon-metal,global-roof,roof-polish,145,36800,167600
2025-07,nippon-metal,global-roof,tin-clip,125,14800,102100
2025-07,nippon-metal,global-roof,tin-decoration,169,14100,76200
2025-07,nippon-metal,ninja-roofing,glass-clip,53,62300,569300
2025-07,nippon-metal,ninja-roofing,glass-decoration,209,203900,745200
2025-07,nippon-metal,ninja-roofing,tin-clip,241,28200,69200
2025-07,nippon-metal,rice-roofers,glass-clip,116,114200,700100
2025-07,nippon-metal,rice-roofers,glass-decoration,140,142400,505700
2025-07,nippon-metal,rice-roofers,gold-clip,139,62800,299400
2025-07,nippon-metal,rice-roofers,gold-decoration,81,41000,262400
2025-07,nippon-metal,rice-roofers,roof-polish,105,21400,103600
2025-07,nippon-metal,rice-roofers,tin-clip,250,30100,84100
2025-07,us-steel,global-roof,glass-clip,198,212200,351100
2025-07,us-steel,global-roof,glass-decoration,83,61100,287400
2025-07,us-steel,global-roof,gold-clip,237,150300,544300
2025-07,us-steel,global-roof,gold-decoration,223,99000,349200
2025-07,us-steel,global-roof,roof-polish,185,35000,119100
2025-07,us-steel,global-roof,tin-clip,134,13000,81300
2025-07,us-steel,global-roof,tin-decoration,106,9200,62700
2025-07,us-steel,ranger-roofing,glass-clip,134,130300,1155500
2025-07,us-steel,ranger-roofing,glass-decoration,74,59500,669300
2025-07,us-steel,ranger-roofing,gold-clip,136,86900,481400
2025-07,us-steel,ranger-roofing,gold-decoration,90,33600,327500
2025-07,us-steel,ranger-roofing,roof-polish,215,48900,199200
2025-07,us-steel,ranger-roofing,tin-clip,186,18400,58800
2025-07,us-steel,ranger-roofing,tin-decoration,123,13500,95800
2025-07,us-steel,zztop-roof,glass-clip,200,204400,748200
2025-07,us-steel,zztop-roof,glass-decoration,242,223900,1014800
2025-07,us-steel,zztop-roof,gold-clip,187,87200,563500
2025-07,us-steel,zztop-roof,gold-decoration,87,40100,386900
2025-07,us-steel,zztop-roof,tin-clip,40,4200,86100
2025-08,nippon-metal,global-roof,glass-clip,130,168800,1120600
2025-08,nippon-metal,global-roof,glass-decoration,55,40500,1053400
2025-08,nippon-metal,global-roof,gold-clip,211,135800,555200
2025-08,nippon-metal,global-roof,gold-decoration,100,43500,248800
2025-08,nippon-metal,global-roof,roof-polish,247,45400,213000
2025-08,nippon-metal,global-roof,tin-clip,193,22800,124900
2025-08,nippon-metal,ninja-roofing,glass-decoration,113,108400,853600
2025-08,nippon-metal,ninja-roofing,roof-polish,137,26100,119800
2025-08,nippon-metal,ninja-roofing,tin-decoration,248,27100,99700
2025-08,nippon-metal,rice-roofers,glass-clip,74,92400,792500
2025-08,nippon-metal,rice-roofers,glass-decoration,217,183800,689500
2025-08,nippon-metal,rice-roofers,gold-clip,100,57400,356800
2025-08,nippon-metal,rice-roofers,gold-decoration,215,99700,362100
2025-08,nippon-metal,rice-roofers,roof-polish,103,21600,125200
2025-08,nippon-metal,rice-roofers,tin-clip,61,5500,89600
2025-08,nippon-metal,rice-roofers,tin-decoration,114,13200,50100
2025-08,us-steel,global-roof,glass-decoration,69,71700,359100
2025-08,us-steel,global-roof,gold-clip,183,100100,644400
2025-08,us-steel,global-roof,gold-decoration,131,67900,417100
2025-08,us-steel,global-roof,roof-polish,166,30400,149500
2025-08,us-steel,global-roof,tin-clip,160,16100,97400
2025-08,us-steel,global-roof,tin-decoration,220,21500,84200
2025-08,us-steel,ranger-roofing,glass-decoration,234,237900,907200
2025-08,us-steel,ranger-roofing,gold-clip,172,88200,569600
2025-08,us-steel,ranger-roofing,gold-decoration,82,33700,361200
2025-08,us-steel,ranger-roofing,roof-polish,165,39800,239000
2025-08,us-steel,ranger-roofing,tin-decoration,78,7900,103700
2025-08,us-steel,zztop-roof,glass-clip,120,110100,858300
2025-08,us-steel,zztop-roof,glass-decoration,221,196600,1211400
2025-08,us-steel,zztop-roof,gold-clip,126,78800,642300
2025-08,us-steel,zztop-roof,gold-decoration,83,36600,423500
2025-08,us-steel,zztop-roof,roof-polish,73,13700,81300
2025-08,us-steel,zztop-roof,tin-clip,76,7600,93700
2025-08,us-steel,zztop-roof,tin-decoration,72,7100,42200
2025-09,nippon-metal,global-roof,glass-clip,221,257200,1377800
2025-09,nippon-metal,global-roof,gold-clip,60,32500,587700
2025-09,nippon-metal,global-roof,gold-decoration,122,46900,295700
2025-09,nippon-metal,ninja-roofing,gold-clip,231,127500,589000
2025-09,nippon-metal,ninja-roofing,roof-polish,109,24500,144300
2025-09,nippon-metal,ninja-roofing,tin-clip,86,10600,79800
2025-09,nippon-metal,ninja-roofing,tin-decoration,209,21300,121000
2025-09,nippon-metal,rice-roofers,glass-clip,59,58900,851400
2025-09,nippon-metal,rice-roofers,roof-polish,167,39100,164300
2025-09,nippon-metal,rice-roofers,tin-decoration,124,10200,60300
2025-09,us-steel,global-roof,glass-clip,134,148100,499200
2025-09,us-steel,global-roof,gold-clip,215,122700,767100
2025-09,us-steel,global-roof,gold-decoration,131,61100,478200
2025-09,us-steel,global-roof,tin-clip,246,31200,128600
2025-09,us-steel,ranger-roofing,glass-clip,239,253600,1409100
2025-09,us-steel,ranger-roofing,glass-decoration,62,45000,952200
2025-09,us-steel,ranger-roofing,gold-clip,105,51000,620600
2025-09,us-steel,ranger-roofing,gold-decoration,93,35900,397100
2025-09,us-steel,ranger-roofing,tin-clip,237,29500,88300
2025-09,us-steel,zztop-roof,glass-clip,199,254800,1113100
2025-09,us-steel,zztop-roof,glass-decoration,123,125900,1337300
2025-09,us-steel,zztop-roof,gold-clip,244,137600,779900
2025-09,us-steel,zztop-roof,roof-polish,94,23400,104700
2025-09,us-steel,zztop-roof,tin-clip,227,28700,122400
2025-10,nippon-metal,global-roof,glass-clip,146,182600,1560400
2025-10,nippon-metal,global-roof,glass-decoration,140,102800,1156200
2025-10,nippon-metal,global-roof,gold-clip,85,51600,639300
2025-10,nippon-metal,global-roof,gold-decoration,116,47600,343300
2025-10,nippon-metal,global-roof,roof-polish,229,53300,266300
2025-10,nippon-metal,global-roof,tin-clip,225,24300,149200
2025-10,nippon-metal,global-roof,tin-decoration,211,20500,96700
2025-10,nippon-metal,ninja-roofing,glass-clip,201,215200,784500
2025-10,nippon-metal,ninja-roofing,glass-decoration,50,44200,897800
2025-10,nippon-metal,ninja-roofing,gold-clip,197,96000,685000
2025-10,nippon-metal,ninja-roofing,gold-decoration,158,74000,284000
2025-10,nippon-metal,ninja-roofing,tin-clip,205,24100,103900
2025-10,nippon-metal,ninja-roofing,tin-decoration,79,9000,130000
2025-10,nippon-metal,rice-roofers,glass-clip,185,170000,1021400
2025-10,nippon-metal,rice-roofers,glass-decoration,148,126100,815600
2025-10,nippon-metal,rice-roofers,gold-clip,116,71700,428500
2025-10,nippon-metal,rice-roofers,gold-decoration,173,74100,436200
2025-10,nippon-metal,rice-roofers,roof-polish,59,14900,179200
2025-10,nippon-metal,rice-roofers,tin-clip,72,8500,98100
2025-10,nippon-metal,rice-roofers,tin-decoration,171,14500,74800
2025-10,us-steel,global-roof,glass-clip,77,83900,583100
2025-10,us-steel,global-roof,glass-decoration,177,138300,497400
2025-10,us-steel,global-roof,gold-decoration,200,99500,577700
2025-10,us-steel,global-roof,tin-decoration,117,12700,96900
2025-10,us-steel,ranger-roofing,glass-clip,117,109400,1518500
2025-10,us-steel,ranger-roofing,glass-decoration,212,179400,1131600
2025-10,us-steel,ranger-roofing,gold-clip,218,140400,761000
2025-10,us-steel,ranger-roofing,gold-decoration,74,26800,423900
2025-10,us-steel,ranger-roofing,roof-polish,212,54500,293500
2025-10,us-steel,ranger-roofing,tin-decoration,68,7500,111200
2025-10,us-steel,zztop-roof,glass-clip,141,133500,1246600
2025-10,us-steel,zztop-roof,glass-decoration,176,127700,1465000
2025-10,us-steel,zztop-roof,roof-polish,194,38900,143600
2025-10,us-steel,zztop-roof,tin-clip,83,9600,132000
2025-10,us-steel,zztop-roof,tin-decoration,212,18000,60200
2025-11,nippon-metal,global-roof,glass-clip,213,268800,1829200
2025-11,nippon-metal,global-roof,gold-clip,164,81400,720700
2025-11,nippon-metal,global-roof,gold-decoration,164,72500,415800
2025-11,nippon-metal,global-roof,roof-polish,225,51500,317800
2025-11,nippon-metal,global-roof,tin-clip,55,6100,155300
2025-11,nippon-metal,global-roof,tin-decoration,148,15100,111800
2025-11,nippon-metal,ninja-roofing,glass-clip,140,128900,913400
2025-11,nippon-metal,ninja-roofing,glass-decoration,45,44800,942600
2025-11,nippon-metal,ninja-roofing,gold-decoration,115,51900,335900
2025-11,nippon-metal,ninja-roofing,roof-polish,189,37700,182000
2025-11,us-steel,global-roof,glass-decoration,195,171100,668500
2025-11,us-steel,global-roof,gold-clip,84,41200,808300
2025-11,us-steel,global-roof,gold-decoration,166,67800,645500
2025-11,us-steel,global-roof,tin-clip,243,25900,154500
2025-11,us-steel,ranger-roofing,glass-clip,222,234500,1753000
2025-11,us-steel,ranger-roofing,glass-decoration,146,144000,1275600
2025-11,us-steel,ranger-roofing,gold-decoration,212,98500,522400
2025-11,us-steel,ranger-roofing,roof-polish,244,62900,356400
2025-11,us-steel,ranger-roofing,tin-decoration,132,14500,125700
2025-11,us-steel,zztop-roof,glass-decoration,205,170300,1635300
2025-11,us-steel,zztop-roof,gold-decoration,218,93700,517200
2025-11,us-steel,zztop-roof,roof-polish,81,16400,160000
2025-11,us-steel,zztop-roof,tin-clip,89,9700,141700
2025-11,us-steel,zztop-roof,tin-decoration,152,13600,73800
2025-12,nippon-metal,global-roof,glass-decoration,150,113500,1269700
2025-12,nippon-metal,global-roof,gold-decoration,236,86700,502500
2025-12,nippon-metal,global-roof,roof-polish,97,21200,339000
2025-12,nippon-metal,global-roof,tin-clip,127,15400,170700
2025-12,nippon-metal,global-roof,tin-decoration,98,8400,120200
2025-12,us-steel,global-roof,gold-clip,167,99600,907900
2025-12,us-steel,global-roof,roof-polish,226,46000,195500
2025-12,us-steel,global-roof,tin-decoration,153,16600,113500
2025-12,us-steel,zztop-roof,glass-clip,67,81200,1327800
2025-12,us-steel,zztop-roof,glass-decoration,233,176000,1811300
2025-12,us-steel,zztop-roof,gold-clip,66,40600,820500
2025-12,us-steel,zztop-roof,tin-clip,196,23800,165500
2025-12,us-steel,zztop-roof,tin-decoration,152,16700,90500
2026-01,nippon-metal,global-roof,glass-clip,237,228900,228900
2026-01,nippon-metal,global-roof,glass-decoration,126,103400,103400
2026-01,nippon-metal,global-roof,tin-clip,55,5800,5800
2026-01,nippon-metal,ninja-roofing,glass-decoration,169,130900,130900
2026-01,nippon-metal,ninja-roofing,gold-decoration,108,45300,45300
2026-01,nippon-metal,ninja-roofing,roof-polish,236,57000,57000
2026-01,nippon-metal,ninja-roofing,tin-clip,161,16700,16700
